,subject,rfid
1032,F1711,933000320697516.0
1033,F1712,933000320697514.0
1034,F1713,933000320697519.0
1035,F1714,933000320697524.0
1036,F1715,933000320697513.0
1037,F1716,933000320697653.0
1038,F1717,933000320697569.0
1039,F1718,933000320697556.0
1040,F1719,933000320697568.0
1041,F1720,933000320697562.0
1042,F1721,933000320697558.0
1043,F1722,933000320697552.0
1044,F1723,933000320697563.0
1045,F1724,933000320697565.0
1046,F1725,933000320697646.0
1047,F1726,933000320697560.0
1048,F1727,933000320697649.0
1049,F1728,933000320697650.0
1050,F1729,933000320697555.0
1051,F1730,933000320697642.0
1052,F1731,933000320697507.0
1053,F1732,933000320697501.0
1054,F1733,933000320697574.0
1055,F1734,933000320697573.0
1056,F1735,933000320697567.0
1057,F1736,933000320697506.0
1058,F1737,933000320697508.0
1059,M1751,933000320697663.0
1060,M1752,933000320697668.0
1061,M1753,933000320697656.0
1062,M1754,933000320697670.0
1063,M1755,933000320697654.0
1064,M1756,933000320697527.0
1065,M1757,933000320697534.0
1066,M1758,933000320697529.0
1067,M1759,933000320697512.0
1068,M1760,933000320697522.0
1069,M1761,933000320697518.0
1070,M1762,933000320697666.0
1071,M1763,933000320697517.0
1072,M1764,933000320697525.0
1073,M1765,933000320697651.0
1074,M1766,933000320697521.0
1075,M1767,933000320697557.0
1076,M1768,933000320697564.0
1077,M1769,933000320697561.0
1078,M1770,933000320697566.0
1079,M1771,933000320697575.0
1080,M1772,933000320697570.0
1081,M1773,933000320697551.0
1082,M1774,933000320697559.0
1083,M1775,933000320697648.0
1084,M1776,933000320697554.0
1085,M1777,933000320697643.0
1086,M1778,933000320697647.0
1087,M1779,933000320697553.0
1088,M1780,933000320697644.0
1089,M1781,933000320697571.0
1090,M1782,933000320697505.0
1091,M1783,933000320697572.0
1092,M1784,933000320697502.0
1093,M1785,933000320697510.0
1094,M1786,933000320697515.0
1095,M1787,933000320697504.0
1096,M1788,933000320697503.0
1097,F1801,933000320625144.0
1098,F1802,933000320624894.0
1099,F1803,933000320624804.0
1100,F1804,933000320624801.0
1101,F1805,933000320625145.0
1102,F1806,933000320625133.0
1103,F1807,933000320625132.0
1104,F1808,933000320624880.0
1105,F1809,933000320624762.0
1106,F1810,933000320624770.0
1107,F1811,933000320624757.0
1108,F1812,933000320624817.0
1109,F1813,933000320624753.0
1110,F1814,933000320624810.0
1111,F1815,933000320624820.0
1112,F1816,933000320624812.0
1113,F1817,933000320624930.0
1114,F1818,933000320625170.0
1115,F1819,933000320625175.0
1116,F1820,933000320625159.0
1117,F1821,933000320625162.0
1118,F1822,933000320625171.0
1119,F1823,933000320625152.0
1120,F1824,933000320624937.0
1121,F1825,933000320624782.0
1122,F1826,933000320624934.0
1123,F1827,933000320624941.0
1124,F1828,933000320624946.0
1125,F1829,933000320624928.0
1126,F1830,933000320624781.0
1127,F1831,933000320625129.0
1128,F1832,933000320625140.0
1129,F1833,933000320625128.0
1130,F1834,933000320625147.0
1131,F1835,933000320625137.0
1132,F1836,933000320625127.0
1133,F1837,933000320625130.0
1134,F1838,933000320625131.0
1135,M1851,933000320625150.0
1136,M1852,933000320624825.0
1137,M1853,933000320625148.0
1138,M1854,933000320624816.0
1139,M1855,933000320625136.0
1140,M1856,933000320625146.0
1141,M1857,933000320624882.0
1142,M1858,933000320624898.0
1143,M1859,933000320624803.0
1144,M1860,933000320624771.0
1145,M1861,933000320624823.0
1146,M1862,933000320624752.0
1147,M1863,933000320624813.0
1148,M1864,933000320624768.0
1149,M1865,933000320624763.0
1150,M1866,933000320624822.0
1151,M1867,933000320625160.0
1152,M1868,933000320624929.0
1153,M1869,933000320625165.0
1154,M1870,933000320625169.0
1155,M1871,933000320624764.0
1156,M1872,933000320624772.0
1157,M1873,933000320625158.0
1158,M1874,933000320625153.0
1159,M1875,933000320624944.0
1160,M1876,933000320624936.0
1161,M1877,933000320624779.0
1162,M1878,933000320624931.0
1163,M1879,933000320624926.0
1164,M1880,933000320624933.0
1165,M1881,933000320624927.0
1166,M1882,933000320625138.0
1167,M1883,933000320625139.0
1168,M1884,933000320624877.0
1169,M1885,933000320625141.0
1170,M1886,933000320624891.0
1171,M1887,933000320625134.0
